UNITID,risk_score,student_group,proportion
100654,0.8624124568319729,pct_black,0.8671692940370117
100654,0.8624124568319729,pct_hispanic,0.021384509938313912
100654,0.8624124568319729,pct_white,0.02385195339273475
100654,0.8624124568319729,pct_international,0.03098012337217272
100663,0.1930507484886616,pct_black,0.2193733556565415
100663,0.1930507484886616,pct_hispanic,0.06620425735469983
100663,0.1930507484886616,pct_white,0.4808419038507534
100663,0.1930507484886616,pct_international,0.08959579048074623
100706,0.32204718639033175,pct_black,0.09574964969640355
100706,0.32204718639033175,pct_hispanic,0.07099486221391874
100706,0.32204718639033175,pct_white,0.6673283512377394
100706,0.32204718639033175,pct_international,0.03246146660439047
100724,0.6837652673162422,pct_black,0.8488115657926979
100724,0.6837652673162422,pct_hispanic,0.012987012987012988
100724,0.6837652673162422,pct_white,0.03504043126684636
100724,0.6837652673162422,pct_international,0.026709139916687087
100751,0.2393109888588986,pct_black,0.11964451843509769
100751,0.2393109888588986,pct_hispanic,0.07134113499485874
100751,0.2393109888588986,pct_white,0.6904960094011654
100751,0.2393109888588986,pct_international,0.029550017137541008
100760,0.4220920595986479,pct_black,0.22429906542056074
100760,0.4220920595986479,pct_hispanic,0.05794392523364486
100760,0.4220920595986479,pct_white,0.6626168224299065
100760,0.4220920595986479,pct_international,0.001869158878504673
100830,0.20846673418574535,pct_black,0.32815794517922175
100830,0.20846673418574535,pct_hispanic,0.010159095265478243
100830,0.20846673418574535,pct_white,0.3287329883074564
100830,0.20846673418574535,pct_international,0.23404255319148937
100858,0.05221916742161273,pct_black,0.04767901596134134
100858,0.05221916742161273,pct_hispanic,0.04463318201786499
100858,0.05221916742161273,pct_white,0.7896324498462439
100858,0.05221916742161273,pct_international,0.051749890174256845
101028,0.45024179537397807,pct_black,0.4586510263929619
101028,0.45024179537397807,pct_hispanic,0.07331378299120235
101028,0.45024179537397807,pct_white,0.3782991202346041
101028,0.45024179537397807,pct_international,0.002346041055718475
101116,0.4005621328008569,pct_black,0.7392739273927392
101116,0.4005621328008569,pct_hispanic,0.006600660066006601
101116,0.4005621328008569,pct_white,0.14521452145214522
101116,0.4005621328008569,pct_international,0.0033003300330033004
101143,0.4173117582020358,pct_black,0.18191922934420154
101143,0.4173117582020358,pct_hispanic,0.09040385327899222
101143,0.4173117582020358,pct_white,0.6331974805483512
101143,0.4173117582020358,pct_international,0.005928121526491293
101161,0.4901518079568239,pct_black,0.2213689924533298
101161,0.4901518079568239,pct_hispanic,0.049251952866410695
101161,0.4901518079568239,pct_white,0.6434529326095592
101161,0.4901518079568239,pct_international,0.004766318019330067
101189,0.41684302817123386,pct_black,0.3055735580038885
101189,0.41684302817123386,pct_hispanic,0.04569021386908619
101189,0.41684302817123386,pct_white,0.5268956578094621
101189,0.41684302817123386,pct_international,0.04569021386908619
101240,0.43020564151455926,pct_black,0.16702819956616052
101240,0.43020564151455926,pct_hispanic,0.08420429895484126
101240,0.43020564151455926,pct_white,0.6748175902188918
101240,0.43020564151455926,pct_international,0.007690790771051075
101277,0.40319519272011406,pct_black,0
101277,0.40319519272011406,pct_hispanic,0.24691358024691357
101277,0.40319519272011406,pct_white,0.7530864197530864
101277,0.40319519272011406,pct_international,0
101286,0.473826477715892,pct_black,0.29352126607319484
101286,0.473826477715892,pct_hispanic,0.07665677546983185
101286,0.473826477715892,pct_white,0.5595944609297725
101286,0.473826477715892,pct_international,0.0017309594460929772
101295,0.38913562713015415,pct_black,0.07409713574097136
101295,0.38913562713015415,pct_hispanic,0.11597135740971358
101295,0.38913562713015415,pct_white,0.7512453300124533
101295,0.38913562713015415,pct_international,0.0049813200498132005
101301,0.5244168220506233,pct_black,0.7542857142857143
101301,0.5244168220506233,pct_hispanic,0.01922077922077922
101301,0.5244168220506233,pct_white,0.18597402597402599
101301,0.5244168220506233,pct_international,0.004675324675324675
101365,0.41369242797260614,pct_black,0.7297297297297297
101365,0.41369242797260614,pct_hispanic,0.02027027027027027
101365,0.41369242797260614,pct_white,0.17792792792792791
101365,0.41369242797260614,pct_international,0
101435,0.40125529778573255,pct_black,0.23766816143497757
101435,0.40125529778573255,pct_hispanic,0.053811659192825115
101435,0.40125529778573255,pct_white,0.6266816143497758
101435,0.40125529778573255,pct_international,0
101453,0.36339637695151705,pct_black,0.07303370786516854
101453,0.36339637695151705,pct_hispanic,0.028089887640449437
101453,0.36339637695151705,pct_white,0.8595505617977528
101453,0.36339637695151705,pct_international,0.02247191011235955
101462,0.4324481759573068,pct_black,0.5518112889637742
101462,0.4324481759573068,pct_hispanic,0.09772535804549284
101462,0.4324481759573068,pct_white,0.22746419545071608
101462,0.4324481759573068,pct_international,0.019376579612468407
101471,0.4248852326463837,pct_black,0.528125
101471,0.4248852326463837,pct_hispanic,0.026041666666666668
101471,0.4248852326463837,pct_white,0.43125
101471,0.4248852326463837,pct_international,0.00625
101480,0.4530716519132952,pct_black,0.21838272225012556
101480,0.4530716519132952,pct_hispanic,0.049723756906077346
101480,0.4530716519132952,pct_white,0.6095429432446007
101480,0.4530716519132952,pct_international,0.0311401305876444
101505,0.4969260915993676,pct_black,0.21525974025974026
101505,0.4969260915993676,pct_hispanic,0.08766233766233766
101505,0.4969260915993676,pct_white,0.6182900432900433
101505,0.4969260915993676,pct_international,0.015476190476190477
101514,0.4641520445164673,pct_black,0.16164053075995174
101514,0.4641520445164673,pct_hispanic,0.1035201228204847
101514,0.4641520445164673,pct_white,0.6235332821581314
101514,0.4641520445164673,pct_international,0.008224586029169865
101569,0.6568090238656605,pct_black,0.7946713003185636
101569,0.6568090238656605,pct_hispanic,0.04952215464813206
101569,0.6568090238656605,pct_white,0.09904430929626412
101569,0.6568090238656605,pct_international,0.006371271358239212
101587,0.5635248713349379,pct_black,0.3460410557184751
101587,0.5635248713349379,pct_hispanic,0.022727272727272728
101587,0.5635248713349379,pct_white,0.5524926686217009
101587,0.5635248713349379,pct_international,0.015395894428152493
101602,0.4099535747064763,pct_black,0.1813773035887488
101602,0.4099535747064763,pct_hispanic,0.03346265761396702
101602,0.4099535747064763,pct_white,0.7090203685741998
101602,0.4099535747064763,pct_international,0.0019398642095053346
101648,0.38071636690695393,pct_black,0.2740963855421687
101648,0.38071636690695393,pct_hispanic,0.13253012048192772
101648,0.38071636690695393,pct_white,0.5030120481927711
101648,0.38071636690695393,pct_international,0
101675,0.48522556017184904,pct_black,0.9322033898305084
101675,0.48522556017184904,pct_hispanic,0.019491525423728815
101675,0.48522556017184904,pct_white,0.03305084745762712
101675,0.48522556017184904,pct_international,0
101693,0.37792470524280247,pct_black,0.1436893203883495
101693,0.37792470524280247,pct_hispanic,0.036245954692556634
101693,0.37792470524280247,pct_white,0.5385113268608415
101693,0.37792470524280247,pct_international,0.020711974110032363
101709,0.3666394598241659,pct_black,0.14248704663212436
101709,0.3666394598241659,pct_hispanic,0.0586139896373057
101709,0.3666394598241659,pct_white,0.5569948186528497
101709,0.3666394598241659,pct_international,0.027849740932642485
101736,0.3943224428859653,pct_black,0.08102893890675242
101736,0.3943224428859653,pct_hispanic,0.12047159699892819
101736,0.3943224428859653,pct_white,0.7161843515541265
101736,0.3943224428859653,pct_international,0.003215434083601286
101879,0.3000305993873018,pct_black,0.12005096040768326
101879,0.3000305993873018,pct_hispanic,0.023618188945511563
101879,0.3000305993873018,pct_white,0.6712073696589572
101879,0.3000305993873018,pct_international,0.04429635437083497
101897,0.3746943274958795,pct_black,0.019014962593516208
101897,0.3746943274958795,pct_hispanic,0.192643391521197
